yr	jd	season	sun_lon	moon_lon	moon_naks	moon_phase	sun_न	moon_न	moon_lon_adj	sun_lon_adj	jd_diff	kv_pair	moon_lon_adj_packed	yr_grp	kv_adj
-2398	844924.01	1	0.28	180.06	N17-Anu/δ Sco	1	N04-Roh	N17-Anu	180.06	0.28	915.66	False	45.06	0	
-2396	845839.67	4	180.86	0.31	N04-Roh/γ Tau	1	N17-Anu	N04-Roh	0.31	180.86	3100.06	False	0.31	0	
-2387	848939.73	1	358.42	177.65	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	177.65	-1.58	915.64	False	42.65	0	
-2385	849855.37	4	178.85	358.61	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	-1.39	178.85	2007.97	False	-1.39	0	
-2379	851863.34	1	0.03	179.53	N17-Anu/δ Sco	1	N04-Roh	N17-Anu	179.53	0.03	915.82	False	44.53	0	
-2377	852779.16	4	180.73	0.48	N04-Roh/γ Tau	1	N17-Anu	N04-Roh	0.48	180.73	2007.94	False	0.48	0	
-2371	854787.10	1	1.75	181.57	N17-Anu/δ Sco	1	N04-Roh	N17-Anu	181.57	1.75	1092.55	False	46.57	0	
-2368	855879.65	1	358.73	178.55	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	178.55	-1.27	915.10	False	43.55	0	
-2366	856794.75	4	178.61	358.20	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	-1.80	178.61	2008.35	False	-1.80	0	
-2360	858803.10	1	0.18	181.13	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.13	0.18	915.36	False	46.13	0	
-2358	859718.46	4	180.41	0.23	N03-Kri/* 27 Tau	1	N17-Anu	N03-Kri	0.23	180.41	2008.06	False	0.23	0	
-2352	861726.53	1	1.60	181.37	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.37	1.60	1093.15	False	46.37	0	
-2349	862819.67	1	359.14	178.96	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	178.96	-0.86	914.84	False	43.96	0	
-2347	863734.51	4	178.76	358.76	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	-1.24	178.76	2008.44	False	-1.24	0	
-2341	865742.95	1	0.43	180.14	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.14	0.43	915.01	False	45.14	0	
-2339	866657.96	4	180.28	0.14	N03-Kri/* 27 Tau	1	N17-Anu	N03-Kri	0.14	180.28	2008.34	False	0.14	0	
-2333	868666.30	1	1.77	181.69	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.69	1.77	915.23	False	46.69	0	
-2331	869581.53	4	181.94	1.20	N03-Kri/* 27 Tau	1	N17-Anu	N03-Kri	1.20	181.94	178.11	False	1.20	0	
-2330	869759.64	1	359.50	179.46	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	179.46	-0.50	914.83	False	44.46	0	
-2328	870674.47	4	179.10	358.86	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	-1.14	179.10	2008.59	False	-1.14	0	
-2322	872683.06	1	0.92	181.78	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.78	0.92	914.73	False	46.78	0	
-2320	873597.79	4	180.50	0.41	N03-Kri/η Tau	1	N17-Anu	N03-Kri	0.41	180.50	1093.28	False	0.41	0	
-2317	874691.07	4	178.01	357.88	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	-2.12	178.01	1830.11	False	-2.12	0	
-2312	876521.18	4	181.97	1.76	N03-Kri/* 27 Tau	1	N17-Anu	N03-Kri	1.76	181.97	178.06	False	1.76	0	
-2311	876699.24	1	359.50	178.58	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	178.58	-0.50	915.21	False	43.58	0	
-2309	877614.45	4	179.47	358.86	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	-1.14	179.47	2008.41	False	-1.14	0	
-2303	879622.86	1	1.11	180.87	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.87	1.11	914.94	False	45.87	0	
-2301	880537.80	4	180.90	0.72	N03-Kri/* 27 Tau	1	N17-Anu	N03-Kri	0.72	180.90	3100.86	False	0.72	0	
-2292	883638.65	1	359.32	179.07	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.07	-0.68	915.62	False	44.07	0	
-2290	884554.28	4	179.69	359.26	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.74	179.69	2008.15	False	-0.74	0	
-2284	886562.42	1	1.08	180.89	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.89	1.08	915.36	False	45.89	0	
-2282	887477.78	4	181.27	1.30	N03-Kri/* 27 Tau	1	N17-Anu	N03-Kri	1.30	181.27	3100.17	False	1.30	0	
-2273	890577.95	1	359.04	178.39	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.39	-0.96	915.83	False	43.39	0	
-2271	891493.78	4	179.58	359.36	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.64	179.58	2007.94	False	-0.64	0	
-2265	893501.73	1	0.80	180.57	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.57	0.80	915.71	False	45.57	0	
-2263	894417.43	4	181.31	0.50	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.50	181.31	3100.20	False	0.50	0	
-2254	897517.64	1	359.13	179.22	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.22	-0.87	915.45	False	44.22	0	
-2252	898433.08	4	179.26	359.08	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.92	179.26	2008.04	False	-0.92	0	
-2246	900441.12	1	0.61	180.27	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.27	0.61	915.75	False	45.27	0	
-2244	901356.88	4	181.13	0.88	N03-Kri/* 19 Tau	1	N17-Anu	N03-Kri	0.88	181.13	177.37	False	0.88	0	
-2243	901534.25	1	358.11	177.90	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	177.90	-1.89	2923.29	False	42.90	0	
-2235	904457.54	1	359.42	179.18	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.18	-0.58	915.01	False	44.18	0	
-2233	905372.54	4	179.10	358.92	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.08	179.10	2008.34	False	-1.08	0	
-2227	907380.88	1	0.76	180.74	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.74	0.76	915.25	False	45.74	0	
-2225	908296.14	4	180.77	359.93	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.07	180.77	178.09	False	-0.07	0	
-2224	908474.23	1	358.49	178.50	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.50	-1.51	2923.35	False	43.50	0	
-2216	911397.58	1	359.84	179.76	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.76	-0.16	914.77	False	44.76	0	
-2214	912312.34	4	179.28	359.20	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.80	179.28	2008.51	False	-0.80	0	
-2208	914320.85	1	1.11	180.85	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.85	1.11	914.87	False	45.85	0	
-2206	915235.72	4	180.74	359.95	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.05	180.74	178.15	False	-0.05	0	
-2205	915413.87	1	358.52	177.75	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	177.75	-1.48	915.18	False	42.75	0	
-2203	916329.04	4	178.29	358.55	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.45	178.29	2008.43	False	-1.45	0	
-2197	918337.47	1	0.12	179.97	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	179.97	0.12	914.86	False	44.97	0	
-2195	919252.33	4	179.66	359.40	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.60	179.66	2008.51	False	-0.60	0	
-2189	921260.84	1	1.49	180.88	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.88	1.49	914.81	False	45.88	0	
-2187	922175.65	4	181.05	0.86	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.86	181.05	177.64	False	0.86	0	
-2186	922353.29	1	358.36	178.13	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.13	-1.64	915.55	False	43.13	0	
-2184	923268.85	4	178.48	358.16	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.84	178.48	2008.22	False	-1.84	0	
-2178	925277.06	1	0.13	179.97	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	179.97	0.13	915.27	False	44.97	0	
-2176	926192.33	4	180.06	0.10	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.10	180.06	2008.33	False	0.10	0	
-2170	928200.66	1	1.71	181.25	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.25	1.71	915.01	False	46.25	0	
-2168	929115.67	4	181.47	1.33	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	1.33	181.47	176.90	False	1.33	0	
-2167	929292.57	1	358.06	177.36	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	177.36	-1.94	915.81	False	42.36	0	
-2165	930208.38	4	178.39	358.19	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.81	178.39	2008.00	False	-1.81	0	
-2159	932216.37	1	359.85	179.63	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.63	-0.15	915.65	False	44.63	0	
-2157	933132.02	4	180.13	359.49	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.51	180.13	2008.14	False	-0.51	0	
-2151	935140.16	1	1.62	181.40	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.40	1.62	915.44	False	46.40	0	
-2149	936055.60	4	181.78	1.74	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	1.74	181.78	176.60	False	1.74	0	
-2148	936232.20	1	358.09	177.96	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	177.96	-1.91	915.47	False	42.96	0	
-2146	937147.68	4	178.07	357.88	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-2.12	178.07	2008.06	False	-2.12	0	
-2140	939155.74	1	359.63	179.22	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.22	-0.37	915.74	False	44.22	0	
-2138	940071.48	4	179.97	359.73	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.27	179.97	2007.98	False	-0.27	0	
-2132	942079.46	1	1.33	181.15	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.15	1.33	915.77	False	46.15	0	
-2130	942995.23	4	181.80	1.68	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	1.68	181.80	176.85	False	1.68	0	
-2129	943172.09	1	358.37	178.11	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.11	-1.63	2923.38	False	43.11	0	
-2121	946095.47	1	359.75	179.74	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.74	-0.25	915.25	False	44.74	0	
-2119	947010.72	4	179.58	358.70	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.30	179.58	2008.21	False	-1.30	0	
-2113	949018.93	1	1.21	181.04	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.04	1.21	915.63	False	46.04	0	
-2111	949934.57	4	181.52	1.28	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	1.28	181.52	177.55	False	1.28	0	
-2110	950112.12	1	358.78	178.62	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.62	-1.22	914.77	False	43.62	0	
-2108	951026.89	4	178.06	358.02	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.98	178.06	2008.52	False	-1.98	0	
-2102	953035.41	1	0.08	179.76	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	179.76	0.08	914.85	False	44.76	0	
-2100	953950.26	4	179.51	358.52	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.48	179.51	2008.49	False	-1.48	0	
-2094	955958.74	1	1.42	181.31	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.31	1.42	915.14	False	46.31	0	
-2092	956873.89	4	181.21	0.66	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.66	181.21	178.16	False	0.66	0	
-2091	957052.05	1	359.10	179.02	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.02	-0.90	914.82	False	44.02	0	
-2089	957966.87	4	178.43	358.19	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.81	178.43	2008.59	False	-1.81	0	
-2083	959975.46	1	0.53	180.76	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.76	0.53	914.72	False	45.76	0	
-2081	960890.18	4	179.82	359.66	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.34	179.82	2008.56	False	-0.34	0	
-2075	962898.74	1	1.80	181.53	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.53	1.80	914.90	False	46.53	0	
-2073	963813.64	4	181.35	2.06	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	2.06	181.35	177.95	False	2.06	0	
-2072	963991.59	1	359.05	178.07	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.07	-0.95	915.30	False	43.07	0	
-2070	964906.89	4	178.84	358.88	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.12	178.84	2008.37	False	-1.12	0	
-2064	966915.26	1	0.71	180.40	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.40	0.71	914.94	False	45.40	0	
-2062	967830.20	4	180.23	0.07	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.07	180.23	2923.29	False	0.07	0	
-2054	970753.49	4	181.60	1.32	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	1.32	181.60	177.49	False	1.32	0	
-2053	970930.99	1	358.85	178.63	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.63	-1.15	915.63	False	43.63	0	
-2051	971846.62	4	178.96	358.35	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.65	178.96	2008.16	False	-1.65	0	
-2045	973854.78	1	0.64	180.45	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.45	0.64	915.38	False	45.45	0	
-2043	974770.16	4	180.58	0.56	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.56	180.58	3100.16	False	0.56	0	
-2034	977870.32	1	358.61	178.14	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.14	-1.39	915.78	False	43.14	0	
-2032	978786.10	4	178.82	358.57	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.43	178.82	2007.98	False	-1.43	0	
-2026	980794.08	1	0.35	180.17	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.17	0.35	915.68	False	45.17	0	
-2024	981709.76	4	180.56	359.61	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.39	180.56	3100.27	False	-0.39	0	
-2015	984810.03	1	358.72	178.72	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.72	-1.28	915.38	False	43.72	0	
-2013	985725.41	4	178.50	358.34	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-1.66	178.50	2008.11	False	-1.66	0	
-2007	987733.52	1	0.20	180.00	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.00	0.20	915.67	False	45.00	0	
-2005	988649.18	4	180.37	0.11	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.11	180.37	2007.94	False	0.11	0	
-1999	990657.13	1	1.80	181.00	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.00	1.80	1092.83	False	46.00	0	
-1996	991749.96	1	359.03	178.75	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	178.75	-0.97	914.96	False	43.75	0	
-1994	992664.92	4	178.40	358.28	N02-Bha/* 39 Ari	1	N16-Vis	N02-Bha	-1.72	178.40	2008.38	False	-1.72	0	
-1988	994673.30	1	0.39	180.30	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.30	0.39	915.18	False	45.30	0	
-1986	995588.47	4	180.04	359.34	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.66	180.04	178.17	False	-0.66	0	
-1985	995766.64	1	358.09	178.04	N16-Vis/α2 Lib	1	N02-Bha	N16-Vis	178.04	-1.91	1830.05	False	43.04	0	
-1980	997596.69	1	1.76	181.10	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.10	1.76	915.58	False	46.10	0	
-1978	998512.27	4	181.91	1.69	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	1.69	181.91	177.78	False	1.69	0	
-1977	998690.05	1	359.50	180.10	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	180.10	-0.50	914.71	False	45.10	0	
-1975	999604.76	4	178.63	358.52	N02-Bha/* 39 Ari	1	N16-Vis	N02-Bha	-1.48	178.63	2008.52	False	-1.48	0	
-1969	1001613.28	1	0.75	180.45	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.45	0.75	914.87	False	45.45	0	
-1967	1002528.15	4	180.10	0.02	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.02	180.10	178.08	False	0.02	0	
-1966	1002706.22	1	358.08	177.12	N16-Vis/α2 Lib	1	N02-Bha	N16-Vis	177.12	-1.92	2745.43	False	42.12	0	
-1959	1005451.66	4	181.68	1.32	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	1.32	181.68	178.20	False	1.32	0	
-1958	1005629.86	1	359.71	179.43	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.43	-0.29	914.91	False	44.43	0	
-1956	1006544.77	4	179.03	358.86	N02-Bha/* 39 Ari	1	N16-Vis	N02-Bha	-1.14	179.03	2008.54	False	-1.14	0	
-1950	1008553.30	1	1.16	181.18	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	181.18	1.16	914.76	False	46.18	0	
-1948	1009468.06	4	180.40	0.20	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.20	180.40	2923.36	False	0.20	0	
-1940	1012391.42	4	181.83	1.82	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	1.82	181.83	177.99	False	1.82	0	
-1939	1012569.41	1	359.67	179.48	N17-Anu/δ Sco	1	N02-Bha	N17-Anu	179.48	-0.33	915.34	False	44.48	0	
-1937	1013484.75	4	179.40	359.42	N02-Bha/* 39 Ari	1	N17-Anu	N02-Bha	-0.58	179.40	2008.28	False	-0.58	0	
-1931	1015493.03	1	1.28	180.71	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.71	1.28	915.14	False	45.71	0	
-1929	1016408.17	4	180.89	1.81	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	1.81	180.89	3100.55	False	1.81	0	
-1920	1019508.71	1	359.38	179.17	N16-Vis/α2 Lib	1	N02-Bha	N16-Vis	179.17	-0.62	915.67	False	44.17	0	
-1918	1020424.38	4	179.42	358.58	N02-Bha/* 39 Ari	1	N16-Vis	N02-Bha	-1.42	179.42	2008.12	False	-1.42	0	
-1912	1022432.50	1	1.16	180.92	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.92	1.16	915.49	False	45.92	0	
-1910	1023347.99	4	181.11	0.94	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.94	181.11	3100.13	False	0.94	0	
-1901	1026448.12	1	359.20	178.88	N16-Vis/α2 Lib	1	N02-Bha	N16-Vis	178.88	-0.80	915.70	False	43.88	0	
-1899	1027363.81	4	179.24	358.99	N02-Bha/* 39 Ari	1	N16-Vis	N02-Bha	-1.01	179.24	2007.92	False	-1.01	0	
-1893	1029371.73	1	0.81	179.88	N16-Vis/α2 Lib	1	N03-Kri	N16-Vis	179.88	0.81	915.85	True	44.88	0	False
-1891	1030287.59	4	181.09	0.92	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.92	181.09	176.96	False	0.92	0	
-1890	1030464.54	1	358.01	177.77	N16-Vis/α2 Lib	1	N02-Bha	N16-Vis	177.77	-1.99	2923.35	False	42.77	0	
-1882	1033387.89	1	359.37	179.34	N16-Vis/α2 Lib	1	N02-Bha	N16-Vis	179.34	-0.63	915.20	False	44.34	0	
-1880	1034303.08	4	178.88	358.10	N02-Bha/* 39 Ari	1	N16-Vis	N02-Bha	-1.90	178.88	2008.24	False	-1.90	0	
-1874	1036311.32	1	0.80	180.71	N17-Anu/δ Sco	1	N03-Kri	N17-Anu	180.71	0.80	915.58	False	45.71	0	
-1872	1037226.90	4	180.78	0.54	N03-Kri/* 17 Tau	1	N17-Anu	N03-Kri	0.54	180.78	177.75	False	0.54	0	
-1871	1037404.65	1	358.51	179.44	N16-Vis/α2 Lib	1	N02-Bha	N16-Vis	179.44	-1.49	2923.21	False	44.44	0	
-1863	1040327.86	1	359.73	179.47	N16-Vis/α2 Lib	1	N02-Bha	N16-Vis	179.47	-0.27	914.84	False	44.47	0	
