jd	date	year	event	sun_lon	obj_lon
1538813.0555439813	-499-01-14	-499	evening_first_visibility	289.55	303.42
1538830.3610995368	-499-02-01	-499	evening_last_visibility	307.63	320.78
1538851.3610995368	-499-02-22	-499	morning_first_visibility	327.97	307.42
1538884.6666550925	-499-03-25	-499	morning_last_visibility	358.3	335.78
1538917.972210648	-499-04-28	-499	evening_first_visibility	31.57	44.22
1538956.583321759	-499-06-06	-499	evening_last_visibility	68.73	85.05
1539000.8888773147	-499-07-20	-499	morning_last_visibility	110.2	97.95
1539050.4999884258	-499-09-09	-499	evening_first_visibility	160.65	184.32
1539088.8055439813	-499-10-17	-499	morning_first_visibility	198.18	182.73
1539119.1110995368	-499-11-17	-499	morning_last_visibility	229.73	218.1
1539161.4166550925	-499-12-29	-499	evening_first_visibility	273.08	287.65
1539179.3055439813	-498-01-15	-498	evening_last_visibility	290.32	304.08
1539196.6110995368	-498-02-02	-498	morning_first_visibility	307.87	290.18
1539234.9166550925	-498-03-10	-498	morning_last_visibility	343.45	322.03
1539267.222210648	-498-04-12	-498	evening_first_visibility	15.98	28.1
1539303.5277662035	-498-05-18	-498	evening_last_visibility	50.42	65.43
1539348.1388773147	-498-07-02	-498	morning_last_visibility	92.67	78.22
1539385.4444328703	-498-08-09	-498	evening_first_visibility	129.97	149.57
1539407.7499884258	-498-09-01	-498	evening_last_visibility	152.5	178.03
1539438.0555439813	-498-10-01	-498	morning_first_visibility	181.78	166.95
1539465.0555439813	-498-10-28	-498	morning_last_visibility	209.1	197.87
1539511.6666550925	-498-12-14	-498	evening_first_visibility	257.57	273.68
1539527.6666550925	-498-12-30	-498	evening_last_visibility	273.87	287.58
1539544.5555439813	-497-01-15	-497	morning_first_visibility	289.55	273.5
1539582.8610995368	-497-02-23	-497	morning_last_visibility	328.48	308.62
1539618.1666550925	-497-03-28	-497	evening_first_visibility	1.27	13.87
1539649.472210648	-497-04-29	-497	evening_last_visibility	32.05	45.42
1539695.083321759	-497-06-14	-497	morning_last_visibility	75.25	58.58
1539728.3888773147	-497-07-17	-497	evening_first_visibility	107.47	124.05
1539759.6944328703	-497-08-18	-497	evening_last_visibility	138.5	164.12
1539787.9999884258	-497-09-16	-497	morning_first_visibility	166.53	151.03
1539810.3055439813	-497-10-08	-497	morning_last_visibility	188.6	177.12
1539861.6110995368	-497-11-29	-497	evening_first_visibility	242.02	259.75
1539875.9166550925	-497-12-13	-497	evening_last_visibility	256.3	271.57
1539891.9166550925	-497-12-29	-497	morning_first_visibility	272.08	257.05
1539933.1110995368	-496-02-08	-496	morning_last_visibility	313.38	295.5
1539967.4166550925	-496-03-12	-496	evening_first_visibility	346.45	359.57
1539993.722210648	-496-04-08	-496	evening_last_visibility	12.63	25.72
1540040.0277662035	-496-05-24	-496	morning_last_visibility	56.0	35.98
1540073.333321759	-496-06-27	-496	evening_first_visibility	89.02	104.03
1540109.9444328703	-496-08-03	-496	evening_last_visibility	124.63	149.13
1540136.9444328703	-496-08-30	-496	morning_first_visibility	150.42	135.07
1540156.2499884258	-496-09-19	-496	morning_last_visibility	170.28	159.03
1540210.8610995368	-496-11-13	-496	evening_first_visibility	226.45	245.83
1540221.8610995368	-496-11-24	-496	evening_last_visibility	237.68	255.47
1540240.1666550925	-496-12-12	-496	morning_first_visibility	255.53	240.52
1540282.0555439813	-495-01-22	-495	morning_last_visibility	297.13	281.0
1540314.3610995368	-495-02-24	-495	evening_first_visibility	330.5	343.3
1540340.6666550925	-495-03-20	-495	evening_last_visibility	354.0	6.55
1540386.2777662035	-495-05-05	-495	morning_last_visibility	37.68	15.37
1540420.583321759	-495-06-09	-495	evening_first_visibility	71.62	85.1
1540460.8888773147	-495-07-19	-495	evening_last_visibility	109.88	132.62
1540487.1944328703	-495-08-15	-495	morning_first_visibility	135.45	119.12
1540503.4999884258	-495-09-01	-495	morning_last_visibility	152.17	140.43
1540563.8055439813	-495-10-31	-495	evening_first_visibility	212.95	234.12
1540589.1110995368	-495-11-26	-495	morning_first_visibility	238.93	224.33
1540630.3055439813	-494-01-05	-494	morning_last_visibility	279.72	265.17
1540663.6110995368	-494-02-08	-494	evening_first_visibility	314.4	327.12
1540686.9166550925	-494-03-01	-494	evening_last_visibility	335.2	348.33
1540734.222210648	-494-04-18	-494	morning_last_visibility	21.2	357.82
1540770.5277662035	-494-05-24	-494	evening_first_visibility	56.15	69.53
1540810.1388773147	-494-07-03	-494	evening_last_visibility	94.3	114.93
1540838.1388773147	-494-07-31	-494	morning_first_visibility	120.62	103.25
1540853.4444328703	-494-08-16	-494	morning_last_visibility	136.2	124.95
1540939.3610995368	-494-11-11	-494	morning_first_visibility	223.37	207.92
1540976.6666550925	-494-12-18	-494	morning_last_visibility	261.17	247.98
1541014.5555439813	-493-01-24	-493	evening_first_visibility	299.15	312.87
1541032.8610995368	-493-02-12	-493	evening_last_visibility	318.13	330.6
1541060.1666550925	-493-03-09	-493	morning_first_visibility	342.25	318.52
1541084.472210648	-493-04-03	-493	morning_last_visibility	6.55	343.45
1541119.7777662035	-493-05-08	-493	evening_first_visibility	40.67	53.72
1541158.083321759	-493-06-16	-493	evening_last_visibility	77.82	96.32
1541189.3888773147	-493-07-17	-493	morning_first_visibility	106.85	88.32
1541202.3888773147	-493-07-30	-493	morning_last_visibility	119.42	107.38
1541289.3055439813	-493-10-26	-493	morning_first_visibility	206.83	192.12
1541322.6110995368	-493-11-29	-493	morning_last_visibility	241.52	229.43
1541363.8055439813	-492-01-08	-492	evening_first_visibility	282.77	296.95
1541381.8055439813	-492-01-26	-492	evening_last_visibility	300.92	313.57
1541400.1110995368	-492-02-14	-492	morning_first_visibility	319.35	300.02
1541434.4166550925	-492-03-18	-492	morning_last_visibility	351.78	329.48
1541467.722210648	-492-04-21	-492	evening_first_visibility	25.13	37.68
1541506.0277662035	-492-05-29	-492	evening_last_visibility	61.4	76.8
1541549.6388773147	-492-07-12	-492	morning_last_visibility	102.78	89.57
1541592.9444328703	-492-08-25	-492	evening_first_visibility	146.13	168.05
1541603.2499884258	-492-09-05	-492	evening_last_visibility	156.98	181.87
1541638.5555439813	-492-10-10	-492	morning_first_visibility	191.4	176.1
1541666.8610995368	-492-11-08	-492	morning_last_visibility	220.85	209.33
1541711.1666550925	-492-12-22	-492	evening_first_visibility	266.27	281.28
1541729.0555439813	-491-01-08	-491	evening_last_visibility	283.53	297.08
1541746.0555439813	-491-01-25	-491	morning_first_visibility	300.15	283.08
1541784.6666550925	-491-03-03	-491	morning_last_visibility	336.9	315.88
1541817.972210648	-491-04-06	-491	evening_first_visibility	10.5	23.52
1541852.2777662035	-491-05-10	-491	evening_last_visibility	43.07	56.97
1541896.583321759	-491-06-24	-491	morning_last_visibility	85.32	69.88
1541931.8888773147	-491-07-29	-491	evening_first_visibility	119.58	137.57
1541959.1944328703	-491-08-26	-491	evening_last_visibility	146.88	172.52
1541988.4999884258	-491-09-25	-491	morning_first_visibility	176.07	160.23
1542012.8055439813	-491-10-19	-491	morning_last_visibility	200.27	188.92
1542061.4166550925	-491-12-07	-491	evening_first_visibility	250.72	267.37
1542076.4166550925	-491-12-22	-491	evening_last_visibility	266.02	280.93
1542094.3055439813	-490-01-08	-490	morning_first_visibility	282.77	266.23
1542132.6110995368	-490-02-16	-490	morning_last_visibility	321.87	302.6
1542167.9166550925	-490-03-21	-490	evening_first_visibility	354.77	7.28
1542197.222210648	-490-04-20	-490	evening_last_visibility	23.73	37.12
1542243.833321759	-490-06-06	-490	morning_last_visibility	67.93	50.33
1542276.1388773147	-490-07-08	-490	evening_first_visibility	99.12	114.67
1542310.4444328703	-490-08-12	-490	evening_last_visibility	132.95	158.13
1542337.7499884258	-490-09-09	-490	morning_first_visibility	159.87	144.37
1542358.7499884258	-490-09-30	-490	morning_last_visibility	180.85	169.53
1542411.3610995368	-490-11-22	-490	evening_first_visibility	235.17	253.5
1542424.6666550925	-490-12-05	-490	evening_last_visibility	248.45	264.88
1542441.6666550925	-490-12-22	-490	morning_first_visibility	265.27	249.98
1542482.8610995368	-489-02-01	-489	morning_last_visibility	306.7	289.58
1542518.1666550925	-489-03-06	-489	evening_first_visibility	339.9	352.95
1542543.1666550925	-489-03-31	-489	evening_last_visibility	4.23	17.65
1542589.7777662035	-489-05-17	-489	morning_last_visibility	48.68	27.85
1542623.083321759	-489-06-20	-489	evening_first_visibility	81.67	96.08
1542661.3888773147	-489-07-28	-489	evening_last_visibility	118.15	142.25
1542687.6944328703	-489-08-24	-489	morning_first_visibility	143.83	128.33
1542705.9999884258	-489-09-12	-489	morning_last_visibility	162.62	151.22
1542762.6110995368	-489-11-08	-489	evening_first_visibility	220.63	240.85
1542771.6110995368	-489-11-17	-489	evening_last_visibility	229.82	248.53
1542790.9166550925	-489-12-06	-489	morning_first_visibility	248.68	233.63
1542831.8055439813	-488-01-15	-488	morning_last_visibility	289.37	273.6
1542865.1110995368	-488-02-18	-488	evening_first_visibility	323.88	336.72
1542888.4166550925	-488-03-11	-488	evening_last_visibility	345.53	358.87
1542934.722210648	-488-04-27	-488	morning_last_visibility	30.33	7.32
1542970.333321759	-488-06-02	-488	evening_first_visibility	65.23	78.83
1543010.6388773147	-488-07-12	-488	evening_last_visibility	103.45	125.32
1543036.9444328703	-488-08-08	-488	morning_first_visibility	128.92	112.35
1543053.9444328703	-488-08-25	-488	morning_last_visibility	145.58	134.18
1543138.8610995368	-488-11-19	-488	morning_first_visibility	232.1	217.58
1543178.1666550925	-488-12-28	-488	morning_last_visibility	271.9	257.87
1543213.3610995368	-487-02-01	-487	evening_first_visibility	307.72	320.58
1543233.3610995368	-487-02-21	-487	evening_last_visibility	327.6	340.88
1543284.972210648	-487-04-12	-487	morning_last_visibility	15.75	352.78
1543319.2777662035	-487-05-16	-487	evening_first_visibility	48.82	61.18
1543359.583321759	-487-06-26	-487	evening_last_visibility	87.9	107.18
1543387.8888773147	-487-07-24	-487	morning_first_visibility	114.13	96.45
1543402.1944328703	-487-08-08	-487	morning_last_visibility	128.7	116.77
1543489.1110995368	-487-11-04	-487	morning_first_visibility	216.55	201.27
1543525.4166550925	-487-12-10	-487	morning_last_visibility	253.32	240.78
1543564.3055439813	-486-01-17	-486	evening_first_visibility	292.42	306.37
1543581.6110995368	-486-02-04	-486	evening_last_visibility	310.48	323.52
1543603.6110995368	-486-02-26	-486	morning_first_visibility	331.77	310.3
1543635.9166550925	-486-03-28	-486	morning_last_visibility	1.05	338.63
1543669.5277662035	-486-05-01	-486	evening_first_visibility	34.28	47.25
1543707.833321759	-486-06-09	-486	evening_last_visibility	71.45	88.15
1543741.1388773147	-486-07-12	-486	morning_first_visibility	102.35	83.62
1543751.1388773147	-486-07-22	-486	morning_last_visibility	111.98	99.07
1543840.0555439813	-486-10-20	-486	morning_first_visibility	201.05	185.23
1543870.3610995368	-486-11-20	-486	morning_last_visibility	232.63	220.73
1543913.5555439813	-485-01-01	-486	evening_first_visibility	275.98	290.55
1543913.5555439813	-485-01-01	-485	evening_first_visibility	275.98	290.55
1543930.5555439813	-485-01-18	-485	evening_last_visibility	293.18	306.73
1543947.8610995368	-485-02-05	-485	morning_first_visibility	310.72	292.98
1543986.1666550925	-485-03-13	-485	morning_last_visibility	346.23	324.85
1544018.472210648	-485-04-15	-485	evening_first_visibility	18.73	31.15
1544054.7777662035	-485-05-21	-485	evening_last_visibility	53.13	68.63
1544099.3888773147	-485-07-05	-485	morning_last_visibility	95.42	81.22
1544138.6944328703	-485-08-14	-485	evening_first_visibility	134.7	155.2
1544157.9999884258	-485-09-03	-485	evening_last_visibility	154.33	179.8
1544189.3055439813	-485-10-04	-485	morning_first_visibility	184.65	169.47
1544216.3055439813	-485-10-31	-485	morning_last_visibility	212.0	200.53
1544262.9166550925	-485-12-17	-485	evening_first_visibility	260.47	276.53
1544279.8055439813	-484-01-02	-484	evening_last_visibility	276.75	290.15
1544295.8055439813	-484-01-18	-484	morning_first_visibility	292.42	276.18
1544334.1110995368	-484-02-26	-484	morning_last_visibility	331.3	311.4
1544368.4166550925	-484-03-30	-484	evening_first_visibility	4.03	16.93
1544400.0277662035	-484-05-01	-484	evening_last_visibility	34.78	48.63
1544445.333321759	-484-06-16	-484	morning_last_visibility	77.98	61.57
1544479.6388773147	-484-07-20	-484	evening_first_visibility	111.18	128.47
1544509.9444328703	-484-08-20	-484	evening_last_visibility	141.3	166.8
1544538.2499884258	-484-09-18	-484	morning_first_visibility	169.37	153.62
1544560.5555439813	-484-10-10	-484	morning_last_visibility	191.47	179.87
1544612.1666550925	-484-12-01	-484	evening_first_visibility	244.92	262.57
1544626.1666550925	-484-12-15	-484	evening_last_visibility	259.2	274.13
1544642.1666550925	-484-12-31	-484	morning_first_visibility	274.98	259.63
1544682.3610995368	-483-02-09	-483	morning_last_visibility	315.22	296.63
1544717.6666550925	-483-03-14	-483	evening_first_visibility	348.27	0.68
1544744.972210648	-483-04-11	-483	evening_last_visibility	15.38	28.88
1544792.2777662035	-483-05-28	-483	morning_last_visibility	59.68	40.5
1544824.583321759	-483-06-30	-483	evening_first_visibility	91.75	106.88
1544860.1944328703	-483-08-05	-483	evening_last_visibility	126.43	151.47
1544887.4999884258	-483-09-02	-483	morning_first_visibility	153.23	137.68
1544907.4999884258	-483-09-22	-483	morning_last_visibility	173.13	161.85
1544962.1110995368	-483-11-16	-483	evening_first_visibility	229.35	248.6
1544973.1110995368	-483-11-27	-483	evening_last_visibility	240.58	258.08
1544991.4166550925	-483-12-15	-483	morning_first_visibility	258.43	243.02
1545033.3055439813	-482-01-25	-482	morning_last_visibility	299.98	283.72
1545065.6110995368	-482-02-27	-482	evening_first_visibility	333.32	346.35
1545091.9166550925	-482-03-23	-482	evening_last_visibility	356.78	9.62
1545137.5277662035	-482-05-08	-482	morning_last_visibility	40.42	18.32
1545171.833321759	-482-06-12	-482	evening_first_visibility	74.33	88.02
1545212.1388773147	-482-07-22	-482	evening_last_visibility	112.65	135.4
1545238.4444328703	-482-08-18	-482	morning_first_visibility	138.25	121.8
1545254.7499884258	-482-09-04	-482	morning_last_visibility	154.98	143.32
1545313.3610995368	-482-11-02	-482	evening_first_visibility	214.83	235.77
1545317.3610995368	-482-11-06	-482	evening_last_visibility	218.9	239.63
1545340.3610995368	-482-11-29	-482	morning_first_visibility	241.85	226.8
1545381.5555439813	-481-01-08	-481	morning_last_visibility	282.6	267.83
1545414.8610995368	-481-02-11	-481	evening_first_visibility	317.25	330.15
1545438.1666550925	-481-03-04	-481	evening_last_visibility	338.0	351.23
1545485.472210648	-481-04-21	-481	morning_last_visibility	23.93	0.73
1545520.7777662035	-481-05-26	-481	evening_first_visibility	57.92	70.55
1545561.3888773147	-481-07-06	-481	evening_last_visibility	97.03	117.83
1545587.6944328703	-481-08-02	-481	morning_first_visibility	122.42	105.53
1545603.6944328703	-481-08-18	-481	morning_last_visibility	138.02	126.07
1545690.6110995368	-481-11-14	-481	morning_first_visibility	226.27	210.42
1545727.9166550925	-481-12-21	-481	morning_last_visibility	264.07	250.63
1545764.8055439813	-480-01-26	-480	evening_first_visibility	301.0	314.07
1545784.1110995368	-480-02-15	-480	evening_last_visibility	320.97	333.38
1545811.4166550925	-480-03-12	-480	morning_first_visibility	346.02	321.8
1545834.722210648	-480-04-05	-480	morning_last_visibility	9.3	346.33
1545869.0277662035	-480-05-09	-480	evening_first_visibility	42.45	54.75
1545908.333321759	-480-06-18	-480	evening_last_visibility	80.55	99.37
1545938.6388773147	-480-07-18	-480	morning_first_visibility	108.65	90.33
1545951.9444328703	-480-08-01	-480	morning_last_visibility	122.2	110.37
1546039.5555439813	-480-10-28	-480	morning_first_visibility	209.72	194.6
1546073.1666550925	-480-12-01	-480	morning_last_visibility	244.42	232.07
1546114.0555439813	-479-01-10	-479	evening_first_visibility	285.63	299.9
1546132.0555439813	-479-01-28	-479	evening_last_visibility	303.77	316.23
1546150.3610995368	-479-02-16	-479	morning_first_visibility	322.18	302.9
1546185.6666550925	-479-03-21	-479	morning_last_visibility	354.55	332.33
1546218.972210648	-479-04-24	-479	evening_first_visibility	27.88	40.73
1546256.583321759	-479-06-01	-479	evening_last_visibility	64.12	79.97
1546300.8888773147	-479-07-15	-479	morning_last_visibility	105.53	92.58
1546346.1944328703	-479-08-30	-479	evening_first_visibility	150.92	173.38
1546389.8055439813	-479-10-13	-479	morning_first_visibility	194.27	178.62
1546418.1110995368	-479-11-11	-479	morning_last_visibility	223.75	211.98
1546462.4166550925	-479-12-25	-479	evening_first_visibility	269.17	284.17
1546480.3055439813	-478-01-11	-478	evening_last_visibility	286.42	299.7
1546497.3055439813	-478-01-28	-478	morning_first_visibility	303.0	285.83
1546535.9166550925	-478-03-06	-478	morning_last_visibility	339.68	318.68
1546568.222210648	-478-04-08	-478	evening_first_visibility	12.28	24.58
1546603.5277662035	-478-05-13	-478	evening_last_visibility	45.8	60.18
1546648.833321759	-478-06-28	-478	morning_last_visibility	89.0	74.7
1546683.4444328703	-478-08-02	-478	evening_first_visibility	123.3	141.83
1546709.4444328703	-478-08-28	-478	evening_last_visibility	148.7	174.4
1546738.7499884258	-478-09-27	-478	morning_first_visibility	177.92	162.83
1546764.0555439813	-478-10-22	-478	morning_last_visibility	203.15	191.6
1546812.6666550925	-478-12-10	-478	evening_first_visibility	253.62	270.2
1546827.6666550925	-478-12-25	-478	evening_last_visibility	268.92	283.52
1546845.5555439813	-477-01-11	-477	morning_first_visibility	285.65	268.87
1546883.8610995368	-477-02-19	-477	morning_last_visibility	324.68	305.37
1546919.1666550925	-477-03-24	-477	evening_first_visibility	357.53	10.33
1546948.472210648	-477-04-23	-477	evening_last_visibility	26.45	40.3
1546995.083321759	-477-06-09	-477	morning_last_visibility	70.65	53.3
1547027.3888773147	-477-07-11	-477	evening_first_visibility	101.85	117.45
1547061.6944328703	-477-08-15	-477	evening_last_visibility	135.72	160.82
1547088.9999884258	-477-09-12	-477	morning_first_visibility	162.7	146.95
1547110.3055439813	-477-10-03	-477	morning_last_visibility	183.7	172.28
1547162.6110995368	-477-11-25	-477	evening_first_visibility	238.07	256.28
1547175.9166550925	-477-12-08	-477	evening_last_visibility	251.33	267.47
1547192.9166550925	-477-12-25	-477	morning_first_visibility	268.15	252.53
1547233.1110995368	-476-02-03	-476	morning_last_visibility	308.53	290.7
1547267.4166550925	-476-03-07	-476	evening_first_visibility	341.7	354.07
1547293.722210648	-476-04-03	-476	evening_last_visibility	7.95	20.6
1547340.0277662035	-476-05-19	-476	morning_last_visibility	51.38	30.8
1547373.333321759	-476-06-22	-476	evening_first_visibility	84.38	98.95
1547411.6388773147	-476-07-30	-476	evening_last_visibility	120.9	144.98
1547437.9444328703	-476-08-26	-476	morning_first_visibility	146.63	130.95
1547456.2499884258	-476-09-14	-476	morning_last_visibility	165.45	154.05
1547512.8610995368	-476-11-10	-476	evening_first_visibility	223.53	243.6
1547521.8610995368	-476-11-19	-476	evening_last_visibility	232.7	251.18
1547541.1666550925	-476-12-08	-476	morning_first_visibility	251.58	236.12
1547582.0555439813	-475-01-17	-475	morning_last_visibility	292.23	276.28
1547615.3610995368	-475-02-20	-475	evening_first_visibility	326.7	339.75
1547640.6666550925	-475-03-15	-475	evening_last_visibility	349.28	1.68
1547685.972210648	-475-04-30	-475	morning_last_visibility	33.07	10.25
1547721.583321759	-475-06-05	-475	evening_first_visibility	67.95	81.77
1547761.8888773147	-475-07-15	-475	evening_last_visibility	106.18	128.13
1547788.1944328703	-475-08-11	-475	morning_first_visibility	131.68	115.05
1547805.1944328703	-475-08-28	-475	morning_last_visibility	148.37	137.07
1547865.8055439813	-475-10-28	-475	evening_first_visibility	210.05	231.5
1547890.1110995368	-475-11-22	-475	morning_first_visibility	235.0	220.03
1547929.4166550925	-475-12-31	-475	morning_last_visibility	274.78	260.52
1547929.4166550925	-475-12-31	-474	morning_last_visibility	274.78	260.52
1547964.6110995368	-474-02-04	-474	evening_first_visibility	310.55	323.58
1547984.6110995368	-474-02-24	-474	evening_last_visibility	330.42	343.73
1548035.222210648	-474-04-14	-474	morning_last_visibility	17.52	354.18
1548070.5277662035	-474-05-19	-474	evening_first_visibility	51.53	64.18
1548110.833321759	-474-06-29	-474	evening_last_visibility	90.62	110.13
1548139.1388773147	-474-07-27	-474	morning_first_visibility	116.88	99.22
1548153.4444328703	-474-08-11	-474	morning_last_visibility	131.47	119.72
1548240.3610995368	-474-11-07	-474	morning_first_visibility	219.43	203.73
1548276.6666550925	-474-12-13	-474	morning_last_visibility	256.22	243.42
1548314.5555439813	-473-01-19	-473	evening_first_visibility	294.27	307.58
1548332.8610995368	-473-02-07	-473	evening_last_visibility	313.32	326.23
1548358.1666550925	-473-03-02	-473	morning_first_visibility	335.53	313.28
1548386.1666550925	-473-03-30	-473	morning_last_visibility	2.83	339.93
1548419.7777662035	-473-05-03	-473	evening_first_visibility	36.05	48.27
1548459.083321759	-473-06-12	-473	evening_last_visibility	74.17	91.23
1548491.3888773147	-473-07-14	-473	morning_first_visibility	104.12	85.38
1548502.3888773147	-473-07-25	-473	morning_last_visibility	114.73	102.05
1548590.3055439813	-473-10-22	-473	morning_first_visibility	202.92	187.95
1548622.6110995368	-473-11-24	-473	morning_last_visibility	236.55	224.88
1548664.8055439813	-472-01-04	-472	evening_first_visibility	278.85	293.47
1548681.8055439813	-472-01-21	-472	evening_last_visibility	296.03	309.37
1548700.1110995368	-472-02-09	-472	morning_first_visibility	314.53	295.48
1548735.4166550925	-472-03-14	-472	morning_last_visibility	348.03	326.08
1548768.722210648	-472-04-17	-472	evening_first_visibility	21.47	34.2
1548806.0277662035	-472-05-24	-472	evening_last_visibility	56.8	71.65
1548849.6388773147	-472-07-07	-472	morning_last_visibility	98.15	84.22
1548889.9444328703	-472-08-17	-472	evening_first_visibility	138.45	159.28
1548907.2499884258	-472-09-04	-472	evening_last_visibility	156.15	181.52
1548939.5555439813	-472-10-06	-472	morning_first_visibility	187.5	171.98
1548965.8610995368	-472-11-02	-472	morning_last_visibility	214.87	203.17
1549012.1666550925	-472-12-18	-472	evening_first_visibility	262.33	277.83
1549030.0555439813	-471-01-04	-471	evening_last_visibility	279.62	292.72
1549046.0555439813	-471-01-20	-471	morning_first_visibility	295.27	278.85
1549083.3610995368	-471-02-27	-471	morning_last_visibility	333.12	312.57
1549117.972210648	-471-04-01	-471	evening_first_visibility	5.82	18.02
1549151.2777662035	-471-05-04	-471	evening_last_visibility	37.5	51.87
1549196.583321759	-471-06-19	-471	morning_last_visibility	80.7	64.57
1549230.8888773147	-471-07-23	-471	evening_first_visibility	113.93	131.2
1549260.1944328703	-471-08-22	-471	evening_last_visibility	143.12	168.8
1549288.4999884258	-471-09-20	-471	morning_first_visibility	171.2	156.18
1549311.8055439813	-471-10-13	-471	morning_last_visibility	194.33	182.58
1549362.4166550925	-471-12-03	-471	evening_first_visibility	246.78	263.92
1549377.4166550925	-471-12-18	-471	evening_last_visibility	262.08	276.68
1549394.3055439813	-470-01-03	-470	morning_first_visibility	277.85	262.2
1549433.6110995368	-470-02-12	-470	morning_last_visibility	318.05	299.37
1549468.9166550925	-470-03-17	-470	evening_first_visibility	351.03	3.75
1549497.222210648	-470-04-15	-470	evening_last_visibility	19.08	31.9
1549543.5277662035	-470-05-31	-470	morning_last_visibility	62.38	43.45
1549576.1388773147	-470-07-03	-470	evening_first_visibility	94.48	109.7
1549611.4444328703	-470-08-08	-470	evening_last_visibility	129.2	154.15
1549638.7499884258	-470-09-05	-470	morning_first_visibility	156.05	140.28
1549658.7499884258	-470-09-25	-470	morning_last_visibility	175.98	164.63
1549712.3610995368	-470-11-18	-470	evening_first_visibility	231.22	250.03
1549724.3610995368	-470-11-30	-470	evening_last_visibility	243.48	260.7
1549742.6666550925	-470-12-18	-470	morning_first_visibility	261.32	245.53
1549783.5555439813	-469-01-27	-469	morning_last_visibility	301.83	284.82
1549818.1666550925	-469-03-01	-469	evening_first_visibility	335.13	347.48
1549843.1666550925	-469-03-26	-469	evening_last_visibility	359.55	12.65
1549888.7777662035	-469-05-11	-469	morning_last_visibility	43.12	21.25
1549923.083321759	-469-06-15	-469	evening_first_visibility	77.05	90.93
1549962.3888773147	-469-07-24	-469	evening_last_visibility	114.43	138.0
1549988.6944328703	-469-08-20	-469	morning_first_visibility	140.07	124.22
1550005.9999884258	-469-09-07	-469	morning_last_visibility	157.8	146.18
1550063.6110995368	-469-11-04	-469	evening_first_visibility	216.7	237.35
1550070.6110995368	-469-11-11	-469	evening_last_visibility	223.83	243.72
1550091.9166550925	-469-12-02	-469	morning_first_visibility	244.75	229.28
1550132.8055439813	-468-01-11	-468	morning_last_visibility	285.47	270.5
1550166.1110995368	-468-02-14	-468	evening_first_visibility	320.07	333.17
1550188.4166550925	-468-03-06	-468	evening_last_visibility	340.78	354.13
1550235.722210648	-468-04-23	-468	morning_last_visibility	26.67	3.65
1550271.0277662035	-468-05-28	-468	evening_first_visibility	60.63	73.53
1550311.6388773147	-468-07-08	-468	evening_last_visibility	99.77	120.72
1550337.9444328703	-468-08-04	-468	morning_first_visibility	125.18	108.27
1550353.9444328703	-468-08-20	-468	morning_last_visibility	140.82	129.0
1550439.8610995368	-468-11-15	-468	morning_first_visibility	228.15	213.3
1550478.1666550925	-468-12-23	-468	morning_last_visibility	266.95	253.27
1550515.0555439813	-467-01-28	-467	evening_first_visibility	303.85	317.05
1550534.3610995368	-467-02-17	-467	evening_last_visibility	323.78	336.17
1550566.6666550925	-467-03-19	-467	morning_first_visibility	352.7	326.72
1550584.972210648	-467-04-07	-467	morning_last_visibility	11.08	347.72
1550620.2777662035	-467-05-12	-467	evening_first_visibility	45.17	57.77
1550659.583321759	-467-06-21	-467	evening_last_visibility	83.28	102.37
1550689.8888773147	-467-07-21	-467	morning_first_visibility	111.4	93.15
1550703.1944328703	-467-08-04	-467	morning_last_visibility	124.97	113.33
1550790.8055439813	-467-10-31	-467	morning_first_visibility	212.62	197.08
1550825.4166550925	-467-12-05	-467	morning_last_visibility	248.35	236.22
1550864.3055439813	-466-01-12	-466	evening_first_visibility	287.5	301.13
1550882.3055439813	-466-01-30	-466	evening_last_visibility	305.62	319.18
