nid	naks	gname	alt	az	lon	lat	salt	saz	slon	vis1	year	day	jd	dt	secs
N22-Shr	Shr	α Aql	15.89	91.58	252.68	29.46	-10.4	111.64	268.06	0	-1500	1	1173182.545	-1500-01-01T06:12:21	3
N23-Dha	Dha	β Del	5.43	83.24	267.89	32.34	-10.4	111.64	268.06	1	-1500	1	1173182.545	-1500-01-01T06:12:21	3
N23-Dha	Dha	β Del	10.11	85.93	267.89	32.34	-10.41	111.61	273.11	0	-1500	6	1173187.547	-1500-01-06T06:14:39	6
N23-Dha	Dha	β Del	14.71	88.55	267.9	32.34	-10.43	111.35	278.15	0	-1500	11	1173192.548	-1500-01-11T06:16:19	8
N23-Dha	Dha	β Del	19.18	91.13	267.9	32.34	-10.47	110.85	283.18	0	-1500	16	1173197.548	-1500-01-16T06:17:17	11
N24-Sha	Sha	λ Aqr	-10.59	109.51	293.02	-0.23	-10.59	109.21	293.19	0	-1500	26	1173207.548	-1500-01-26T06:17:03	15
N24-Sha	Sha	λ Aqr	-6.85	111.6	293.02	-0.23	-10.67	108.08	298.18	0	-1500	31	1173212.547	-1500-01-31T06:15:48	18
N24-Sha	Sha	λ Aqr	-2.9	113.68	293.02	-0.23	-10.76	106.77	303.14	0	-1500	36	1173217.546	-1500-02-05T06:13:51	20
N24-Sha	Sha	λ Aqr	0.52	115.77	293.02	-0.23	-10.86	105.29	308.1	1	-1500	41	1173222.544	-1500-02-10T06:11:12	23
N25-PBha	PBha	α Peg	4.99	93.2	305.08	19.54	-10.86	105.29	308.1	1	-1500	41	1173222.544	-1500-02-10T06:11:12	23
N26-UBha	UBha	λ Peg	11.53	86.51	304.72	28.91	-10.86	105.29	308.1	0	-1500	41	1173222.544	-1500-02-10T06:11:12	23
N24-Sha	Sha	λ Aqr	3.44	117.87	293.02	-0.23	-10.95	103.66	313.03	1	-1500	46	1173227.542	-1500-02-15T06:07:55	26
N25-PBha	PBha	α Peg	8.47	95.28	305.08	19.54	-10.95	103.66	313.03	1	-1500	46	1173227.542	-1500-02-15T06:07:55	26
N26-UBha	UBha	λ Peg	15.07	88.52	304.72	28.91	-10.95	103.66	313.03	0	-1500	46	1173227.542	-1500-02-15T06:07:55	27
N25-PBha	PBha	α Peg	11.85	97.32	305.08	19.54	-11.04	101.9	317.96	0	-1500	51	1173232.539	-1500-02-20T06:04:03	29
N26-UBha	UBha	λ Peg	18.49	90.49	304.72	28.91	-11.04	101.9	317.96	0	-1500	51	1173232.539	-1500-02-20T06:04:03	30
N25-PBha	PBha	α Peg	15.11	99.35	305.08	19.54	-11.13	100.02	322.86	0	-1500	56	1173237.536	-1500-02-25T05:59:38	32
N26-UBha	UBha	λ Peg	21.79	92.43	304.72	28.91	-11.13	100.02	322.86	0	-1500	56	1173237.536	-1500-02-25T05:59:38	33
N27-Rev	Rev	ε Psc	-8.29	98.14	329.07	0.92	-11.28	95.97	332.63	0	-1500	66	1173247.529	-1500-03-06T05:49:23	37
N27-Rev	Rev	ε Psc	-5.29	99.83	329.07	0.92	-11.34	93.83	337.49	0	-1500	71	1173252.525	-1500-03-11T05:43:41	40
N27-Rev	Rev	ε Psc	-1.68	101.5	329.07	0.92	-11.38	91.64	342.34	0	-1500	76	1173257.521	-1500-03-16T05:37:42	42
N901-Ash	Ash	β Ari	-3.38	85.72	345.43	8.38	-11.41	89.4	347.17	0	-1500	81	1173262.517	-1500-03-21T05:31:28	45
N27-Rev	Rev	ε Psc	0.89	103.18	329.07	0.92	-11.41	89.4	347.17	1	-1500	81	1173262.517	-1500-03-21T05:31:28	45
N901-Ash	Ash	β Ari	-0.19	87.39	345.43	8.38	-11.42	87.13	352	0	-1500	86	1173267.512	-1500-03-26T05:25:03	48
N901-Ash	Ash	β Ari	2.32	89.03	345.43	8.38	-11.42	84.85	356.8	1	-1500	91	1173272.508	-1500-03-31T05:18:30	50
N03-Kri	Kri	η Tau	-5.62	77.38	11.48	3.71	-11.22	75.81	15.95	0	-1500	111	1173292.489	-1500-04-20T04:52:14	59
N03-Kri	Kri	η Tau	-2.2	79.09	11.48	3.71	-11.13	73.63	20.72	0	-1500	116	1173297.485	-1500-04-25T04:45:55	62
N03-Kri	Kri	η Tau	0.57	80.8	11.48	3.71	-11.03	71.51	25.48	1	-1500	121	1173302.481	-1500-04-30T04:39:49	64
N04-Roh	Roh	α Tau	-13.21	78.44	21.21	-5.7	-11.03	71.51	25.48	0	-1500	121	1173302.481	-1500-04-30T04:39:49	65
N03-Kri	Kri	η Tau	3.31	82.52	11.48	3.71	-10.93	69.47	30.23	1	-1500	126	1173307.477	-1500-05-05T04:33:59	67
N04-Roh	Roh	α Tau	-10.26	80.29	21.21	-5.7	-10.93	69.47	30.23	0	-1500	126	1173307.477	-1500-05-05T04:33:59	68
N04-Roh	Roh	α Tau	-7.22	82.13	21.21	-5.7	-10.81	67.5	34.99	0	-1500	131	1173312.473	-1500-05-10T04:28:29	70
N04-Roh	Roh	α Tau	-3.88	83.99	21.21	-5.7	-10.68	65.63	39.74	0	-1500	136	1173317.469	-1500-05-15T04:23:22	73
N05-Mrg	Mrg	λ Ori	-18.95	78.03	35.16	-13.83	-10.68	65.63	39.74	0	-1500	136	1173317.469	-1500-05-15T04:23:22	73
N05-Mrg	Mrg	λ Ori	-15.75	80.1	35.16	-13.83	-10.56	63.87	44.49	0	-1500	141	1173322.466	-1500-05-20T04:18:42	76
N05-Mrg	Mrg	λ Ori	-12.43	82.17	35.16	-13.83	-10.43	62.24	49.25	0	-1500	146	1173327.463	-1500-05-25T04:14:30	78
N05-Mrg	Mrg	λ Ori	-8.98	84.25	35.16	-13.83	-10.31	60.74	54	0	-1500	151	1173332.461	-1500-05-30T04:10:50	81
N06-Ard	Ard	γ Gem	-13.68	68.07	50.56	-7.15	-10.31	60.74	54	0	-1500	151	1173332.461	-1500-05-30T04:10:50	81
N06-Ard	Ard	γ Gem	-10.32	70.42	50.57	-7.15	-10.19	59.38	58.76	0	-1500	156	1173337.458	-1500-06-04T04:07:44	84
N06-Ard	Ard	γ Gem	-6.78	72.74	50.57	-7.15	-10.08	58.19	63.52	0	-1500	161	1173342.457	-1500-06-09T04:05:15	86
N06-Ard	Ard	γ Gem	-2.58	75.07	50.57	-7.15	-9.99	57.17	68.29	0	-1500	166	1173347.455	-1500-06-14T04:03:24	89
N07-Pun	Pun	β Gem	-2.68	55	65.26	6.52	-9.99	57.17	68.29	0	-1500	166	1173347.455	-1500-06-14T04:03:24	89
N07-Pun	Pun	β Gem	0.65	57.37	65.26	6.52	-9.91	56.34	73.06	1	-1500	171	1173352.455	-1500-06-19T04:02:13	92
N07-Pun	Pun	β Gem	3.93	59.69	65.26	6.52	-9.85	55.71	77.84	1	-1500	176	1173357.454	-1500-06-24T04:01:40	94
N07-Pun	Pun	β Gem	7.6	61.95	65.26	6.51	-9.8	55.28	82.63	1	-1500	181	1173362.454	-1500-06-29T04:01:46	97
N08-Pus	Pus	δ Cnc	-8.01	57.02	80.15	-0.08	-9.8	55.28	82.63	0	-1500	181	1173362.454	-1500-06-29T04:01:46	97
N08-Pus	Pus	δ Cnc	-4.07	59.82	80.15	-0.08	-9.78	55.06	87.43	0	-1500	186	1173367.455	-1500-07-04T04:02:29	100
N09-Asl	Asl	ζ Hya	-15.97	64.83	86.19	-11.29	-9.78	55.06	87.43	0	-1500	186	1173367.455	-1500-07-04T04:02:29	100
N08-Pus	Pus	δ Cnc	0.26	62.53	80.15	-0.08	-9.78	55.05	92.24	1	-1500	191	1173372.456	-1500-07-09T04:03:47	103
N09-Asl	Asl	ζ Hya	-11.8	67.9	86.19	-11.29	-9.78	55.05	92.24	0	-1500	191	1173372.456	-1500-07-09T04:03:47	103
N08-Pus	Pus	δ Cnc	4.13	65.16	80.15	-0.08	-9.8	55.26	97.06	1	-1500	196	1173377.457	-1500-07-14T04:05:38	106
N09-Asl	Asl	ζ Hya	-7.42	70.88	86.19	-11.29	-9.8	55.26	97.06	0	-1500	196	1173377.457	-1500-07-14T04:05:38	106
N09-Asl	Asl	ζ Hya	-2.32	73.76	86.19	-11.29	-9.84	55.68	101.9	0	-1500	201	1173382.459	-1500-07-19T04:07:57	109
N10-Mag	Mag	ζ Leo	-0.3	47.66	98.94	11.59	-9.84	55.68	101.9	0	-1500	201	1173382.459	-1500-07-19T04:07:57	109
N10-Mag	Mag	ζ Leo	2.98	50.41	98.94	11.59	-9.9	56.32	106.74	1	-1500	206	1173387.461	-1500-07-24T04:10:40	112
N10-Mag	Mag	ζ Leo	6.74	53.01	98.94	11.59	-9.98	57.15	111.6	1	-1500	211	1173392.463	-1500-07-29T04:13:42	114
N10-Mag	Mag	ζ Leo	10.74	55.44	98.94	11.59	-10.08	58.19	116.47	0	-1500	216	1173397.465	-1500-08-03T04:17:01	117
N11-PPal	PPal	δ Leo	0.4	47.3	112.49	14.2	-10.08	58.19	116.47	1	-1500	216	1173397.465	-1500-08-03T04:17:01	117
N11-PPal	PPal	δ Leo	3.89	50.09	112.49	14.2	-10.19	59.42	121.36	1	-1500	221	1173402.467	-1500-08-08T04:20:31	120
N11-PPal	PPal	δ Leo	7.75	52.7	112.49	14.2	-10.31	60.82	126.27	1	-1500	226	1173407.47	-1500-08-13T04:24:08	122
N12-UPal	UPal	β Leo	-2.28	50.34	123.4	12.48	-10.31	60.82	126.27	0	-1500	226	1173407.47	-1500-08-13T04:24:08	123
N11-PPal	PPal	δ Leo	11.82	55.11	112.49	14.2	-10.43	62.38	131.19	0	-1500	231	1173412.472	-1500-08-18T04:27:51	125
N12-UPal	UPal	β Leo	1.49	53.31	123.4	12.48	-10.43	62.38	131.19	1	-1500	231	1173412.472	-1500-08-18T04:27:51	126
N12-UPal	UPal	β Leo	5.44	56.08	123.4	12.48	-10.57	64.1	136.12	1	-1500	236	1173417.475	-1500-08-23T04:31:34	128
N12-UPal	UPal	β Leo	9.65	58.65	123.4	12.48	-10.7	65.95	141.07	1	-1500	241	1173422.478	-1500-08-28T04:35:16	131
N13-Has	Has	δ Crv	-12.69	79.96	145.16	-11.9	-10.83	67.92	146.03	0	-1500	246	1173427.48	-1500-09-02T04:38:56	133
N13-Has	Has	δ Crv	-7.69	83.01	145.16	-11.9	-10.95	70	151.01	0	-1500	251	1173432.483	-1500-09-07T04:42:34	136
N13-Has	Has	δ Crv	-2.04	85.97	145.16	-11.9	-11.06	72.17	156.01	0	-1500	256	1173437.485	-1500-09-12T04:46:09	138
N14-Chi	Chi	α Vir	-10.78	74.14	155.36	-1.84	-11.06	72.17	156.01	0	-1500	256	1173437.485	-1500-09-12T04:46:09	139
N15-Swa	Swa	α Boo	-2.16	39.68	155.49	33.27	-11.06	72.17	156.01	0	-1500	256	1173437.485	-1500-09-12T04:46:09	139
N13-Has	Has	δ Crv	2.62	88.87	145.16	-11.9	-11.16	74.42	161.02	1	-1500	261	1173442.488	-1500-09-17T04:49:41	142
N14-Chi	Chi	α Vir	-5.89	77.23	155.36	-1.84	-11.16	74.42	161.02	0	-1500	261	1173442.488	-1500-09-17T04:49:41	142
N15-Swa	Swa	α Boo	0.97	42.66	155.49	33.27	-11.16	74.42	161.02	1	-1500	261	1173442.488	-1500-09-17T04:49:41	142
N14-Chi	Chi	α Vir	-0.33	80.19	155.36	-1.84	-11.24	76.74	166.04	0	-1500	266	1173447.49	-1500-09-22T04:53:11	145
N15-Swa	Swa	α Boo	4.25	45.41	155.49	33.27	-11.24	76.74	166.04	1	-1500	266	1173447.49	-1500-09-22T04:53:11	146
N14-Chi	Chi	α Vir	4.19	83.07	155.36	-1.84	-11.31	79.09	171.08	1	-1500	271	1173452.492	-1500-09-27T04:56:39	148
N15-Swa	Swa	α Boo	7.83	47.95	155.49	33.27	-11.31	79.09	171.08	1	-1500	271	1173452.492	-1500-09-27T04:56:39	149
N16-Vis	Vis	α2 Lib	-6.8	83.68	176.64	0.74	-11.4	83.89	181.18	0	-1500	281	1173462.497	-1500-10-07T05:03:38	153
N16-Vis	Vis	α2 Lib	-1.04	86.63	176.64	0.74	-11.41	86.31	186.26	0	-1500	286	1173467.5	-1500-10-12T05:07:13	156
N16-Vis	Vis	α2 Lib	3.5	89.54	176.64	0.74	-11.41	88.7	191.34	1	-1500	291	1173472.502	-1500-10-17T05:10:51	158
N16-Vis	Vis	α2 Lib	8.47	92.49	176.64	0.74	-11.38	91.07	196.43	1	-1500	296	1173477.505	-1500-10-22T05:14:36	161
N17-Anu	Anu	δ Sco	-9.19	92.89	194.06	-1.54	-11.38	91.07	196.43	0	-1500	296	1173477.505	-1500-10-22T05:14:36	161
N17-Anu	Anu	δ Sco	-3.9	95.79	194.06	-1.54	-11.34	93.39	201.52	0	-1500	301	1173482.508	-1500-10-27T05:18:28	164
N17-Anu	Anu	δ Sco	1.36	98.73	194.06	-1.54	-11.28	95.65	206.62	1	-1500	306	1173487.51	-1500-11-01T05:22:28	166
N17-Anu	Anu	δ Sco	6.22	101.77	194.06	-1.54	-11.21	97.83	211.73	1	-1500	311	1173492.513	-1500-11-06T05:26:37	169
N18-Jye	Jye	ε Sco	-8.21	109.26	207.35	-10.82	-11.21	97.83	211.73	0	-1500	311	1173492.513	-1500-11-06T05:26:37	169
N18-Jye	Jye	ε Sco	-2.97	112.08	207.35	-10.82	-11.13	99.91	216.84	0	-1500	316	1173497.516	-1500-11-11T05:30:54	172
N18-Jye	Jye	ε Sco	1.76	115.06	207.35	-10.82	-11.04	101.87	221.96	1	-1500	321	1173502.519	-1500-11-16T05:35:20	174
N19-Mul	Mul	κ Sco	-9.46	117.7	217.97	-15.15	-11.04	101.87	221.96	0	-1500	321	1173502.519	-1500-11-16T05:35:20	175
N18-Jye	Jye	ε Sco	6.27	118.24	207.35	-10.82	-10.94	103.7	227.07	1	-1500	326	1173507.522	-1500-11-21T05:39:50	177
N19-Mul	Mul	κ Sco	-4.84	120.41	217.97	-15.15	-10.94	103.7	227.07	0	-1500	326	1173507.522	-1500-11-21T05:39:50	178
N19-Mul	Mul	κ Sco	0.13	123.32	217.97	-15.15	-10.84	105.38	232.18	1	-1500	331	1173512.526	-1500-11-26T05:44:24	180
N20-PAsh	PAsh	λ Sgr	-6.97	107.8	227.87	-1.47	-10.84	105.38	232.18	0	-1500	331	1173512.526	-1500-11-26T05:44:24	181
N19-Mul	Mul	κ Sco	4.1	126.44	217.97	-15.15	-10.75	106.89	237.28	1	-1500	336	1173517.529	-1500-12-01T05:48:58	183
N20-PAsh	PAsh	λ Sgr	-1.28	110.7	227.87	-1.47	-10.75	106.89	237.28	0	-1500	336	1173517.529	-1500-12-01T05:48:58	184
N21-UAsh	UAsh	τ Sgr	-11.03	111.47	236.45	-4.42	-10.75	106.89	237.28	0	-1500	336	1173517.529	-1500-12-01T05:48:58	184
N20-PAsh	PAsh	λ Sgr	3.09	113.74	227.88	-1.47	-10.66	108.22	242.39	1	-1500	341	1173522.532	-1500-12-06T05:53:30	187
N21-UAsh	UAsh	τ Sgr	-6.19	114.19	236.45	-4.42	-10.66	108.22	242.39	0	-1500	341	1173522.532	-1500-12-06T05:53:30	187
N20-PAsh	PAsh	λ Sgr	7.69	116.96	227.88	-1.47	-10.58	109.35	247.49	1	-1500	346	1173527.535	-1500-12-11T05:57:53	190
N21-UAsh	UAsh	τ Sgr	-0.77	117.05	236.45	-4.42	-10.58	109.35	247.49	0	-1500	346	1173527.535	-1500-12-11T05:57:53	190
N21-UAsh	UAsh	τ Sgr	3.28	120.07	236.45	-4.42	-10.51	110.26	252.59	1	-1500	351	1173532.538	-1500-12-16T06:02:02	193
N22-Shr	Shr	α Aql	5.82	85.75	252.69	29.46	-10.46	110.96	257.67	1	-1500	356	1173537.541	-1500-12-21T06:05:52	195
N22-Shr	Shr	α Aql	10.76	88.6	252.69	29.46	-10.42	111.41	262.74	0	-1500	361	1173542.543	-1500-12-26T06:09:17	198
N22-Shr	Shr	α Aql	15.64	91.43	252.69	29.46	-10.4	111.64	267.81	0	-1500	366	1173547.545	-1500-12-31T06:12:12	200
N22-Shr	Shr	α Aql	15.24	91.58	256.17	29.44	-10.4	111.63	270.32	0	-1250	1	1264495.545	-1250-01-01T06:12:47	203
N22-Shr	Shr	α Aql	19.94	94.38	256.17	29.44	-10.42	111.49	275.38	0	-1250	6	1264500.547	-1250-01-06T06:14:50	206
N23-Dha	Dha	β Del	9.65	85.68	271.34	32.3	-10.42	111.49	275.38	1	-1250	6	1264500.547	-1250-01-06T06:14:50	206
N23-Dha	Dha	β Del	14.18	88.27	271.34	32.3	-10.45	111.12	280.42	0	-1250	11	1264505.548	-1250-01-11T06:16:14	209
N23-Dha	Dha	β Del	18.59	90.81	271.34	32.3	-10.49	110.53	285.46	0	-1250	16	1264510.548	-1250-01-16T06:16:56	211
N23-Dha	Dha	β Del	22.84	93.32	271.34	32.3	-10.56	109.71	290.48	0	-1250	21	1264515.548	-1250-01-21T06:16:53	214
N24-Sha	Sha	λ Aqr	-7.83	110.3	296.47	-0.25	-10.71	107.48	300.47	0	-1250	31	1264525.547	-1250-01-31T06:14:34	219
N24-Sha	Sha	λ Aqr	-4.16	112.34	296.47	-0.25	-10.81	106.08	305.44	0	-1250	36	1264530.545	-1250-02-05T06:12:20	221
N24-Sha	Sha	λ Aqr	-0.34	114.37	296.47	-0.25	-10.9	104.53	310.4	0	-1250	41	1264535.543	-1250-02-10T06:09:26	224
N25-PBha	PBha	α Peg	4.34	91.89	308.51	19.53	-10.9	104.53	310.4	1	-1250	41	1264535.543	-1250-02-10T06:09:26	224
N26-UBha	UBha	λ Peg	10.99	85.34	308.15	28.89	-10.9	104.53	310.4	0	-1250	41	1264535.543	-1250-02-10T06:09:26	224
N24-Sha	Sha	λ Aqr	2.46	116.41	296.47	-0.25	-10.99	102.84	315.34	1	-1250	46	1264540.541	-1250-02-15T06:05:55	227
N25-PBha	PBha	α Peg	7.77	93.93	308.51	19.53	-10.99	102.84	315.34	1	-1250	46	1264540.541	-1250-02-15T06:05:55	228
N26-UBha	UBha	λ Peg	14.47	87.31	308.15	28.89	-10.99	102.84	315.34	0	-1250	46	1264540.541	-1250-02-15T06:05:55	228
N25-PBha	PBha	α Peg	11.1	95.93	308.51	19.53	-11.09	101.01	320.27	0	-1250	51	1264545.538	-1250-02-20T06:01:49	231
N26-UBha	UBha	λ Peg	17.84	89.23	308.15	28.89	-11.09	101.01	320.27	0	-1250	51	1264545.538	-1250-02-20T06:01:49	231
N25-PBha	PBha	α Peg	14.33	97.9	308.51	19.53	-11.17	99.08	325.18	0	-1250	56	1264550.535	-1250-02-25T05:57:12	234
N26-UBha	UBha	λ Peg	21.1	91.12	308.16	28.89	-11.17	99.08	325.18	0	-1250	56	1264550.535	-1250-02-25T05:57:12	234
N27-Rev	Rev	ε Psc	-9.04	96.26	332.51	0.92	-11.31	94.94	334.96	0	-1250	66	1264560.527	-1250-03-07T05:46:40	239
N27-Rev	Rev	ε Psc	-6.05	97.95	332.51	0.92	-11.36	92.77	339.82	0	-1250	71	1264565.523	-1250-03-12T05:40:52	242
N27-Rev	Rev	ε Psc	-2.68	99.61	332.51	0.92	-11.4	90.55	344.68	0	-1250	76	1264570.519	-1250-03-17T05:34:47	244
N901-Ash	Ash	β Ari	-4.14	83.78	348.88	8.38	-11.42	88.29	349.52	0	-1250	81	1264575.515	-1250-03-22T05:28:30	247
N27-Rev	Rev	ε Psc	0.24	101.27	332.51	0.92	-11.42	88.29	349.52	1	-1250	81	1264575.515	-1250-03-22T05:28:30	247
N901-Ash	Ash	β Ari	-0.74	85.45	348.88	8.38	-11.42	86.02	354.35	0	-1250	86	1264580.51	-1250-03-27T05:22:03	250
N901-Ash	Ash	β Ari	1.72	87.09	348.88	8.38	-11.41	83.73	359.16	1	-1250	91	1264585.506	-1250-04-01T05:15:29	252
N02-Bha	Bha	* 41 Ari	-1.82	76.2	3.15	10.26	-11.37	81.44	3.96	0	-1250	96	1264590.501	-1250-04-06T05:08:54	255
N02-Bha	Bha	* 41 Ari	0.72	77.85	3.15	10.26	-11.33	79.17	8.76	1	-1250	101	1264595.496	-1250-04-11T05:02:19	257
N02-Bha	Bha	* 41 Ari	3.3	79.48	3.15	10.26	-11.26	76.93	13.54	1	-1250	106	1264600.492	-1250-04-16T04:55:49	260
N02-Bha	Bha	* 41 Ari	6.07	81.11	3.15	10.26	-11.18	74.73	18.32	1	-1250	111	1264605.487	-1250-04-21T04:49:27	262
N03-Kri	Kri	η Tau	-6.18	75.4	14.93	3.73	-11.18	74.73	18.32	0	-1250	111	1264605.487	-1250-04-21T04:49:27	263
